Aika,Signaali
3.739735816,-1.029260159
3.747670387,-1.152713776
3.755543922,-1.15144062
3.763417457,-1.161201477
3.771382545,-1.185977459
3.77925608,-1.205999374
3.78719065,-1.192278385
3.795094703,-1.130046844
3.802968238,-1.068419218
3.810933326,-0.9822032452
3.818806861,-0.8916165829
3.826741431,-0.7780284882
3.834614967,-0.6972746849
3.842519019,-0.5300731659
3.850423072,-0.3861517906
3.858327125,-0.2043457031
3.866261695,-0.0199174881
3.87413523,0.1637148857
3.882039283,0.2153768539
3.889973853,0.2665710449
3.897847388,0.2360482216
3.905812476,0.2685108185
3.913655494,0.2888541222
3.921559547,0.3005037308
3.929463599,0.294403553
3.937367652,0.374060154
3.94533274,0.4415574074
3.953206275,0.474006176
3.961110328,0.4490551949
3.969044898,0.431139946
3.976948951,0.3899245262
3.984883521,0.3763389587
3.992787574,0.6892638206
4.000661109,0.6369285583
4.008626197,0.1275706291
4.016499732,-0.1854243279
4.024434303,-0.5515637398
4.032368873,-0.832593441
4.040242408,-0.9771025181
4.048207496,-1.189693451
4.056081031,-1.429905653
4.064015601,-1.668900013
4.071889137,-1.85111165
4.079762672,-1.933424234
4.087697242,-2.102731228
4.095601295,-2.202981949
4.103535865,-2.297442436
4.1114094,-2.39833045
4.119313453,-2.375679493
4.127248023,-2.400613308
4.135091041,-2.42839098
4.143056129,-2.439948559
4.150929664,-2.464601994
4.158833717,-2.524377108
4.166768287,-2.528385401
4.174641822,-2.531167746
4.18260691,-2.513389111
4.190449928,-2.467909336
4.19835398,-2.443843842
4.206258033,-2.378193855
4.214162086,-2.315151215
4.222096656,-2.277224302
4.229939674,-2.193746328
4.237843726,-2.094898701
4.245747779,-2.033277988
4.253651832,-1.986424446
4.261586402,-1.831107855
4.269490455,-1.705375433
4.277394508,-1.776336908
4.28529856,-1.701141357
4.293202613,-1.678074837
4.301137183,-1.688233852
4.309010719,-1.736727715
4.316914771,-1.673672199
4.324849342,-1.696353912
4.332753394,-1.671302795
4.340687965,-1.48375392
4.3485615,-1.319929361
4.356465553,-1.126757145
4.364400123,-0.8147416115
4.372304176,-0.6038455963
4.380238746,-0.3649535179
4.388081763,-0.1601729393
4.395985816,0.01220226288
4.403920387,0.1530351639
4.411793922,0.3099322319
4.419728492,0.5596532822
4.427632545,0.6387367249
4.435536597,0.7966718674
4.44344065,0.818877697
4.451344703,0.7672014236
4.459279273,0.7358350754
4.467244361,0.6711969376
4.475117896,0.5887947083
4.483052467,0.5461554527
4.490956519,0.4943556786
4.498921607,0.3796491623
4.506856178,0.2605786324
4.51476023,0.1243114471
4.522694801,0.03131628036
4.530568336,0.1018972397
4.538502906,0.6188335419
4.546437476,0.5517916679
4.554341529,0.4500966072
4.562276099,0.2326002121
4.570119117,-0.02758932114
4.578084205,-0.4726495743
4.58595774,-0.9416980743
4.593861793,-1.265827894
4.601765846,-1.480354309
4.609669898,-1.537189722
4.617634986,-1.541323423
4.625508521,-1.583361864
4.633412574,-1.671297073
4.641347144,-1.737810612
4.649251197,-1.824216366
4.657185767,-1.977460146
4.665120338,-1.983870506
4.67302439,-1.963975906
4.680958961,-2.021453381
4.688832496,-2.076955557
4.696797584,-2.077834845
4.704671119,-2.216402292
4.712575172,-2.360952854
4.720509742,-2.525759935
4.728383277,-2.692917585
4.736348365,-2.7392838
4.744252418,-2.760558128
4.752125953,-2.722834349
4.760030006,-2.636286974
4.767934058,-2.494271755
4.775838111,-2.365404606
4.783711646,-2.219629049
4.791615699,-2.056155205
4.799550269,-1.955694199
4.807454322,-1.883679867
4.815388892,-1.837750673
4.823323463,-1.777416945
4.831196998,-1.764737844
4.839162086,-1.798963308
4.847005103,-1.740027189
4.854970191,-1.67473197
4.862843726,-1.627256393
4.870717262,-1.591564178
4.878651832,-1.555306435
4.886555885,-1.510864258
4.894490455,-1.507104874
4.90236399,-1.41995573
4.910268043,-1.254539728
4.918202613,-1.046490669
4.926106666,-0.8561372757
4.934041236,-0.6260533333
4.941914771,-0.4255957603
4.949818824,-0.2388677597
4.957753394,-0.04966783524
4.965657447,0.1108942032
4.973653053,0.2786183357
4.981526588,0.4415297508
4.989369605,0.6018676758
4.997334693,0.747115612
5.005208228,0.8848867416
5.013142799,0.9745435715
5.021016334,1.040615082
5.028889869,1.079556942
5.036854957,1.007138729
5.04475901,0.9272212982
5.052724097,0.721540451
5.060597633,0.5511450768
5.06844065,0.3297767639
5.076375221,0.1151008606
5.084279273,0.07318115234
5.092213844,0.4325447083
5.100117896,0.4244236946
5.107991431,0.06685781479
5.115926002,-0.1907362938
5.123799537,-0.4151854515
5.131764625,-0.6644434929
5.13963816,-0.8392891884
5.147542213,-1.050648928
5.155507301,-1.242556334
5.163380836,-1.331053257
5.171284888,-1.414209366
5.179188941,-1.49707675
5.187062476,-1.56959796
5.194997047,-1.664614439
5.202840064,-1.74465251
5.210805152,-1.887716293
5.218678687,-1.93320322
5.226552222,-1.914027691
5.234486793,-1.980268955
5.242390846,-2.061701775
5.250325416,-2.131855249
5.258198951,-2.209326506
5.266041969,-2.248648882
5.273946021,-2.263170004
5.281819556,-2.265880823
5.289784644,-2.265073538
5.297627662,-2.310643196
5.305531715,-2.297450542
5.313466285,-2.249949217
5.321370338,-2.2175529
5.32927439,-2.128887415
5.337208961,-2.084348917
5.345113013,-2.04046607
5.353047584,-1.96984148
5.360951637,-1.831021309
5.368916724,-1.750494719
5.37679026,-1.635905027
5.384663795,-1.558718204
5.392567847,-1.571773529
5.4004719,-1.56490469
5.408406471,-1.58123064
5.416310523,-1.547206402
5.424153541,-1.536886692
5.432118629,-1.502351761
5.439992164,-1.424520493
5.447926734,-1.243709326
5.455861305,-1.110067606
5.463765357,-0.906337738
5.47166941,-0.6518578529
5.479573463,-0.396135807
5.487508033,-0.1607527733
5.495381568,0.0780954361
5.503255103,0.2477602959
5.511189674,0.329583168
5.519063209,0.3716688156
5.526967262,0.3990054131
5.534871314,0.4827742577
5.542775367,0.523704052
5.550709937,0.5391526222
5.558583472,0.5732574463
5.566518043,0.6499156952
5.574422096,0.6714668274
5.582326148,0.6552772522
5.590260719,0.5828561783
5.598134254,0.5320854187
5.606099342,0.4164876938
5.614003394,0.2890992165
5.621907447,0.2861242294
5.629842017,0.1534795761
5.63774607,0.1437072754
5.645650123,0.4393763542
5.653554176,0.6901898384
5.661458228,0.5466804504
5.669392799,0.41867733
5.677266334,0.3272118568
5.685200904,0.2914662361
5.693104957,0.09970235825
5.70100901,-0.1204938889
5.70894358,-0.3282418251
5.716847633,-0.5992860794
5.724782203,-0.81062603
5.732686256,-1.025367498
5.740590308,-1.344276428
5.748524879,-1.592834234
5.756428931,-1.789324284
5.764363502,-1.957586527
5.772237037,-2.069867849
5.78014109,-2.087502241
5.788106178,-2.12309432
5.795979713,-2.152299404
5.803883765,-2.20177412
5.811726783,-2.242667675
5.819630836,-2.278959274
5.827534888,-2.37212491
5.835438941,-2.434688807
5.843404029,-2.462621927
5.851277564,-2.511720419
5.859151099,-2.47556901
5.867116187,-2.409337759
5.874989722,-2.33033824
5.88295481,-2.158848286
5.890858863,-2.021347046
5.898732398,-1.902565718
5.906697486,-1.720064163
5.914601539,-1.679131508
5.922536109,-1.622364044
5.930379127,-1.581274033
5.93828318,-1.598908901
5.946248267,-1.636076927
5.954121803,-1.597347736
5.962025855,-1.540382624
5.969960426,-1.482221365
5.977833961,-1.495878935
5.985738013,-1.467707872
5.993581031,-1.396427393
6.001546119,-1.287948132
6.009419654,-1.175237656
6.017323707,-0.9831840992
6.025258277,-0.8187870979
6.03316233,-0.6591272354
6.041127418,-0.4088411331
6.049000953,-0.227889061
6.056874488,-0.05930185318
6.064809058,0.06664466858
6.072713111,0.2637648582
6.080647681,0.3557457924
6.088551734,0.4348912239
6.096425269,0.5047273636
6.10435984,0.620721817
6.112233375,0.7679095268
6.120167945,0.9033374786
6.12804148,1.042954922
6.135945533,1.135769844
6.143880103,1.180960178
6.151753638,1.168736458
6.159657691,1.101336479
6.167561744,0.992249012
6.175435279,0.8499865532
6.183400367,0.6388430595
6.191273902,0.5106582642
6.199208472,0.5558300018
6.207082008,0.7850532532
6.21498606,0.4025554657
6.222890113,0.07468032837
6.230794166,-0.2132134438
6.238728736,-0.3597574234
6.246602271,-0.4759287834
6.254445289,-0.6060729027
6.262379859,-0.7981357574
6.270253394,-0.933940649
6.278187965,-1.080332279
6.286092017,-1.280792236
6.29399607,-1.446774721
6.301961158,-1.58484292
6.309834693,-1.718066692
6.317799781,-1.808884621
6.325673316,-1.813547611
6.333546851,-1.857918739
6.341511939,-1.808269501
6.349385474,-1.835999966
6.357350562,-1.804303169
6.365224097,-1.647322655
6.373097633,-1.433719873
6.381032203,-1.484783411
6.388936256,-1.493032694
6.396870826,-1.501849413
6.404744361,-1.574734926
6.412648414,-1.582282782
6.420613502,-1.565603971
6.428456519,-1.492063761
6.43639109,-1.405501366
6.444264625,-1.335172653
6.45213816,-1.307675362
6.46007273,-1.2472651
6.467946265,-1.189316988
6.475880836,-1.136168718
6.483784888,-1.097889185
6.491658424,-1.054281712
6.499623512,-0.9503092766
6.507497047,-0.9226875305
6.515431617,-0.8805170059
6.52333567,-0.8218605518
6.531178687,-0.7538206577
6.539143775,-0.6305532455
6.546986793,-0.5080122948
6.554890846,-0.3615913391
6.562764381,-0.1381816864
6.570637916,0.08739089966
6.578572486,0.3059501648
6.586476539,0.5214161873
6.594411109,0.6717591286
6.60234568,0.7972559929
6.610188697,0.9045391083
6.618184303,0.9871883392
6.626057838,1.04946804
6.633992408,1.124858379
6.641865943,1.13973093
6.649739478,1.185062408
6.657704566,1.26031208
6.665547584,1.301678658
6.673451637,1.324394226
6.681355689,1.322648525
6.689259742,1.361608028
6.697194312,1.371669769
6.70503733,1.348062038
6.713002418,1.237084866
6.720875953,1.118223667
6.728780006,1.11410141
6.736714576,1.501279831
6.744557594,1.236277103
6.752522681,1.004395008
6.760396217,0.8151211739
6.768269752,0.5784511566
6.776204322,0.3652186394
6.784108375,0.107383728
6.792042945,-0.1234202385
6.799946998,-0.2551264763
6.807820533,-0.3474731445
6.815755103,-0.452776432
6.823659156,-0.5399200916
6.831563209,-0.6170842648
6.839467262,-0.7232334614
6.847371314,-0.8173480034
6.855305885,-0.877699852
6.863209937,-0.8774299622
6.871144508,-0.8941764832
6.87904856,-0.9989380836
6.886952613,-1.142928362
6.894887183,-1.264281034
6.902791236,-1.430977345
6.910725806,-1.57505703
6.918599342,-1.684480906
6.926472877,-1.774567842
6.934407447,-1.847909927
6.9423115,-1.835617065
6.95024607,-1.819196224
6.958119605,-1.81795311
6.966023658,-1.741653204
6.973958228,-1.627115011
6.981831763,-1.481721878
6.989766334,-1.327455044
6.997639869,-1.207757711
7.005543922,-1.056548357
7.01350901,-0.9251594543
7.021413062,-0.8118078709
7.029347633,-0.7259781361
7.037251685,-0.6937625408
7.045155738,-0.6272404194
7.053090308,-0.5678563118
7.060933326,-0.5574045181
7.068898414,-0.4654021263
7.076771949,-0.3884143829
7.084645484,-0.4065308571
7.092610572,-0.3832569122
7.100484107,-0.3059511185
7.108449195,-0.2762594223
7.11632273,-0.2360081673
7.124226783,-0.1610941887
7.132191871,-0.07015132904
7.140095924,0.03861570358
7.148030494,0.1195139885
7.155873512,0.1894836426
7.163777564,0.2768101692
7.171712135,0.3665142059
7.179616187,0.4369487762
7.187550758,0.5330562592
7.19545481,0.5882835388
7.203358863,0.6512217522
7.211293433,0.70809412
7.219136451,0.7341909409
7.227071021,0.7811985016
7.234944556,0.7909665108
7.242848609,0.7795701027
7.25078318,0.7731161118
7.258687232,0.7162899971
7.266621803,0.6522965431
7.274495338,0.5452795029
7.282338355,0.4621124268
7.290272926,0.4403252602
7.298146461,0.7063126564
7.306111549,0.7648115158
7.313985084,0.5247912407
7.321889137,0.3402099609
7.329854224,0.2051377296
7.33772776,0.07172441483
7.34566233,-0.07122612
7.3535969,-0.1571736336
7.361500953,-0.1913542747
7.369435523,-0.3316679001
7.377339576,-0.517873764
7.385274146,-0.652371645
7.393147681,-0.8000388145
7.401051734,-0.8859920502
7.408986305,-0.9553804398
7.416890357,-1.037403345
7.424824928,-1.109913588
7.432698463,-1.172290087
7.44054148,-1.220788717
7.448506568,-1.305940628
7.456380103,-1.389570713
7.464345191,-1.490044594
7.472218726,-1.584631205
7.480122779,-1.668862581
7.488057349,-1.781541348
7.495961402,-1.850320339
7.503895972,-1.889914513
7.511769508,-1.835001469
7.519643043,-1.77677393
7.527638648,-1.204308748
7.535512183,-0.819681406
7.543416236,-0.5554282665
7.551320289,-0.4313430786
7.559224342,-0.350738287
7.567158912,-0.2480494976
7.575062965,-0.1863667965
7.582997535,-0.1409041882
7.590901588,-0.154658556
7.59880564,-0.1837670803
7.606740211,-0.1948957443
7.614613746,-0.2621905804
7.622578834,-0.2620749474
7.630452369,-0.1812269688
7.638356422,-0.1065137386
7.646352027,0.04023146629
7.654225562,0.2031593323
7.662160133,0.3810973167
7.670033668,0.5846316814
7.677937721,0.7790191174
7.685872291,0.9066679478
7.693745826,1.043847561
7.701710914,1.143039465
7.709614967,1.262014627
7.717488502,1.284888744
7.725423072,1.258782864
7.733327125,1.297596931
7.741261695,1.320646763
7.74913523,1.360949039
7.757039283,1.469648838
7.764973853,1.415819645
7.772847388,1.448590755
7.780812476,1.564189196
7.788686012,1.595659018
7.796559547,1.587797642
7.804524635,1.573933363
7.81239817,1.497656584
7.82033274,1.48676753
7.828206275,1.508615255
7.83607981,1.791408777
7.844014381,1.874188185
7.851918433,1.747425795
7.859883521,1.617469311
7.867757056,1.417109966
7.875661109,1.280108929
7.88359568,0.9830467701
7.891499732,0.6255631447
7.899403785,0.2040455341
7.907307838,-0.1649591923
7.91521189,-0.436476469
7.923146461,-0.6361057758
7.931019996,-0.8026103973
7.938954566,-1.023002863
7.946828101,-1.151300669
7.954732154,-1.234340191
7.962697242,-1.338401318
7.970570777,-1.309838533
7.978535865,-1.255812168
7.9864094,-1.195720673
7.994282935,-1.057554007
8.002248023,-0.9901063442
8.010121558,-0.9941506386
8.018086646,-1.068324804
8.025960181,-1.137224436
8.033864234,-1.244799614
8.041768287,-1.261137247
8.049641822,-1.349726677
8.057576392,-1.390151024
8.065510963,-1.398894787
8.073415015,-1.346815109
8.081319068,-1.291787386
8.089223121,-1.148503304
8.097157691,-1.022473812
8.105031226,-0.8744072914
8.112935279,-0.7861537933
8.120869849,-0.7248902321
8.128773902,-0.6518669128
8.136708472,-0.5721287727
8.144582008,-0.4941449165
8.152455543,-0.451618433
8.160420631,-0.4467308521
8.168263648,-0.4405043125
8.176228736,-0.3979136944
8.184102271,-0.406550169
8.191975806,-0.4175312519
8.199940894,-0.3837592602
8.207844947,-0.3524739742
8.215810035,-0.2635369301
8.22368357,-0.1986632347
8.231557105,-0.1521673203
8.239461158,-0.0290646553
8.247365211,0.01673221588
8.255269263,0.1224722862
8.263203834,0.213312149
8.271107887,0.3358230591
8.279042457,0.4030938148
8.286915992,0.4842972755
8.294850562,0.5857234001
8.302724097,0.6497893333
8.31062815,0.7246179581
8.318532203,0.8070278168
8.326436256,0.8128633499
8.334340308,0.8254928589
8.342244361,0.8460102081
8.350117896,0.7555351257
8.358082984,0.6692004204
8.365926002,0.5592889786
8.37389109,0.4369297028
8.381764625,0.3925642967
8.38963816,0.507276535
8.397603248,0.4214286804
8.405476783,0.1785387993
8.413441871,-0.02971839905
